文字	面区点	水準	Unicode	UTF16
鱛	2-93-83	第4水準	U+9C5B	0x9C5B
鱝	2-93-84	第4水準	U+9C5D	0x9C5D
鱟	2-93-85	第4水準	U+9C5F	0x9C5F
鱩	2-93-86	第4水準	U+9C69	0x9C69
鱪	2-93-87	第4水準	U+9C6A	0x9C6A
鱫	2-93-88	第4水準	U+9C6B	0x9C6B
鱭	2-93-89	第4水準	U+9C6D	0x9C6D
鱮	2-93-90	第4水準	U+9C6E	0x9C6E
鱰	2-93-91	第4水準	U+9C70	0x9C70
鱲	2-93-92	第4水準	U+9C72	0x9C72
鱵	2-93-93	第4水準	U+9C75	0x9C75
鱺	2-93-94	第4水準	U+9C7A	0x9C7A
鳦	2-94-01	第4水準	U+9CE6	0x9CE6
鳲	2-94-02	第4水準	U+9CF2	0x9CF2
鴋	2-94-03	第4水準	U+9D0B	0x9D0B
鴂	2-94-04	第4水準	U+9D02	0x9D02
𩿎	2-94-05	第4水準	U+29FCE	0xD867 0xDFCE
鴑	2-94-06	第4水準	U+9D11	0x9D11
鴗	2-94-07	第4水準	U+9D17	0x9D17
鴘	2-94-08	第4水準	U+9D18	0x9D18
𪀯	2-94-09	第4水準	U+2A02F	0xD868 0xDC2F
䳄	2-94-10	第4水準	U+4CC4	0x4CC4
𪀚	2-94-11	第4水準	U+2A01A	0xD868 0xDC1A
鴲	2-94-12	第4水準	U+9D32	0x9D32
䳑	2-94-13	第4水準	U+4CD1	0x4CD1
鵂	2-94-14	第4水準	U+9D42	0x9D42
鵊	2-94-15	第4水準	U+9D4A	0x9D4A
鵟	2-94-16	第4水準	U+9D5F	0x9D5F
鵢	2-94-17	第4水準	U+9D62	0x9D62
𪃹	2-94-18	第4水準	U+2A0F9	0xD868 0xDCF9
鵩	2-94-19	第4水準	U+9D69	0x9D69
鵫	2-94-20	第4水準	U+9D6B	0x9D6B
𪂂	2-94-21	第4水準	U+2A082	0xD868 0xDC82
鵳	2-94-22	第4水準	U+9D73	0x9D73
鵶	2-94-23	第4水準	U+9D76	0x9D76
鵷	2-94-24	第4水準	U+9D77	0x9D77
鵾	2-94-25	第4水準	U+9D7E	0x9D7E
鶄	2-94-26	第4水準	U+9D84	0x9D84
鶍	2-94-27	第4水準	U+9D8D	0x9D8D
鶙	2-94-28	第4水準	U+9D99	0x9D99
鶡	2-94-29	第4水準	U+9DA1	0x9DA1
鶿	2-94-30	第4水準	U+9DBF	0x9DBF
鶵	2-94-31	第4水準	U+9DB5	0x9DB5
鶹	2-94-32	第4水準	U+9DB9	0x9DB9
鶽	2-94-33	第4水準	U+9DBD	0x9DBD
鷃	2-94-34	第4水準	U+9DC3	0x9DC3
鷇	2-94-35	第4水準	U+9DC7	0x9DC7
鷉	2-94-36	第4水準	U+9DC9	0x9DC9
鷖	2-94-37	第4水準	U+9DD6	0x9DD6
鷚	2-94-38	第4水準	U+9DDA	0x9DDA
鷟	2-94-39	第4水準	U+9DDF	0x9DDF
鷠	2-94-40	第4水準	U+9DE0	0x9DE0
鷣	2-94-41	第4水準	U+9DE3	0x9DE3
鷴	2-94-42	第4水準	U+9DF4	0x9DF4
䴇	2-94-43	第4水準	U+4D07	0x4D07
鸊	2-94-44	第4水準	U+9E0A	0x9E0A
鸂	2-94-45	第4水準	U+9E02	0x9E02
鸍	2-94-46	第4水準	U+9E0D	0x9E0D
鸙	2-94-47	第4水準	U+9E19	0x9E19
鸜	2-94-48	第4水準	U+9E1C	0x9E1C
鸝	2-94-49	第4水準	U+9E1D	0x9E1D
鹻	2-94-50	第4水準	U+9E7B	0x9E7B
𢈘	2-94-51	第4水準	U+22218	0xD848 0xDE18
麀	2-94-52	第4水準	U+9E80	0x9E80
麅	2-94-53	第4水準	U+9E85	0x9E85
麛	2-94-54	第4水準	U+9E9B	0x9E9B
麨	2-94-55	第4水準	U+9EA8	0x9EA8
𪎌	2-94-56	第4水準	U+2A38C	0xD868 0xDF8C
麽	2-94-57	第4水準	U+9EBD	0x9EBD
𪐷	2-94-58	第4水準	U+2A437	0xD869 0xDC37
黟	2-94-59	第4水準	U+9EDF	0x9EDF
黧	2-94-60	第4水準	U+9EE7	0x9EE7
黮	2-94-61	第4水準	U+9EEE	0x9EEE
黿	2-94-62	第4水準	U+9EFF	0x9EFF
鼂	2-94-63	第4水準	U+9F02	0x9F02
䵷	2-94-64	第4水準	U+4D77	0x4D77
鼃	2-94-65	第4水準	U+9F03	0x9F03
鼗	2-94-66	第4水準	U+9F17	0x9F17
鼙	2-94-67	第4水準	U+9F19	0x9F19
鼯	2-94-68	第4水準	U+9F2F	0x9F2F
鼷	2-94-69	第4水準	U+9F37	0x9F37
鼺	2-94-70	第4水準	U+9F3A	0x9F3A
鼽	2-94-71	第4水準	U+9F3D	0x9F3D
齁	2-94-72	第4水準	U+9F41	0x9F41
齅	2-94-73	第4水準	U+9F45	0x9F45
齆	2-94-74	第4水準	U+9F46	0x9F46
齓	2-94-75	第4水準	U+9F53	0x9F53
齕	2-94-76	第4水準	U+9F55	0x9F55
齘	2-94-77	第4水準	U+9F58	0x9F58
𪗱	2-94-78	第4水準	U+2A5F1	0xD869 0xDDF1
齝	2-94-79	第4水準	U+9F5D	0x9F5D
𪘂	2-94-80	第4水準	U+2A602	0xD869 0xDE02
齩	2-94-81	第4水準	U+9F69	0x9F69
𪘚	2-94-82	第4水準	U+2A61A	0xD869 0xDE1A
齭	2-94-83	第4水準	U+9F6D	0x9F6D
齰	2-94-84	第4水準	U+9F70	0x9F70
齵	2-94-85	第4水準	U+9F75	0x9F75
𪚲	2-94-86	第4水準	U+2A6B2	0xD869 0xDEB2
